ULCS_NO,SCHOOL_YEAR,INCIDENT_TYPE,INCIDENT_COUNT,SCHOOL_ID
"5680","2013-2014","TRESPASSING",0,"568"
"6030","2013-2014","DISORDERLY CONDUCT",24,"603"
"6100","2013-2014","ASSAULTS",14,"610"
"1030","2013-2014","TRESPASSING",1,"103"
"1200","2013-2014","HARASSMENT",0,"120"
"1200","2013-2014","TRESPASSING",1,"120"
"1300","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"130"
"1300","2013-2014","THEFT",0,"130"
"1380","2013-2014","FIRE - INCENDIARY",0,"138"
"1380","2013-2014","VANDALISM",0,"138"
"1460","2013-2014","SUICIDE",0,"146"
"1470","2013-2014","WEAPONS",1,"147"
"1490","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"149"
"1420","2013-2014","BULLYING",0,"142"
"5370","2013-2014","THEFT",0,"537"
"5420","2013-2014","BULLYING",2,"542"
"5440","2013-2014","SUICIDE",0,"544"
"5560","2013-2014","SUICIDE",0,"556"
"6060","2013-2014","THREATS",9,"606"
"6090","2013-2014","THEFT",5,"609"
"6320","2013-2014","HARASSMENT",0,"632"
"6380","2013-2014","WEAPONS",1,"638"
"1580","2013-2014","BOMB SCARE",0,"158"
"2210","2013-2014","SUICIDE",2,"221"
"2290","2013-2014","BULLYING",0,"229"
"2290","2013-2014","VANDALISM",2,"229"
"2370","2013-2014","FIRE - INCENDIARY",1,"237"
"2390","2013-2014","THREATS",13,"239"
"2470","2013-2014","THREATS",0,"247"
"2640","2013-2014","WEAPONS",1,"264"
"7280","2013-2014","ROBBERY",1,"728"
"7300","2013-2014","SUICIDE",0,"730"
"7360","2013-2014","HARASSMENT",0,"736"
"7390","2013-2014","DISORDERLY CONDUCT",9,"739"
"7460","2013-2014","ROBBERY",0,"746"
"8010","2013-2014","VANDALISM",9,"801"
"8020","2013-2014","BURGLARY",1,"802"
"8020","2013-2014","DISORDERLY CONDUCT",24,"802"
"8030","2013-2014","SUICIDE",1,"803"
"8090","2013-2014","TAKE OFF",0,"809"
"8160","2013-2014","DISORDERLY CONDUCT",1,"816"
"8210","2013-2014","THREATS",4,"821"
"8270","2013-2014","BURGLARY",0,"827"
"8270","2013-2014","MORALS OFFENSES",0,"827"
"8320","2013-2014","SUICIDE",0,"832"
"8420","2013-2014","TAKE OFF",0,"842"
"8440","2013-2014","SUICIDE",1,"844"
"6310","2013-2014","MORALS OFFENSES",1,"631"
"6310","2013-2014","TAKE OFF",0,"631"
"6310","2013-2014","THEFT",2,"631"
"2670","2013-2014","HARASSMENT",0,"267"
"7430","2013-2014","DISORDERLY CONDUCT",9,"743"
"7430","2013-2014","SUICIDE",0,"743"
"7460","2013-2014","DISORDERLY CONDUCT",7,"746"
"7470","2013-2014","VANDALISM",0,"747"
"7500","2013-2014","HARASSMENT",0,"750"
"7530","2013-2014","SUICIDE",0,"753"
"8350","2013-2014","WEAPONS",1,"835"
"8390","2013-2014","ROBBERY",0,"839"
"1020","2013-2014","FIRE - INCENDIARY",0,"102"
"1080","2013-2014","THREATS",0,"108"
"1100","2013-2014","ASSAULTS",16,"110"
"1130","2013-2014","BURGLARY",0,"113"
"1290","2013-2014","THREATS",4,"129"
"1300","2013-2014","TAKE OFF",0,"130"
"1360","2013-2014","WEAPONS",0,"136"
"1380","2013-2014","TRESPASSING",0,"138"
"1440","2013-2014","SUICIDE",0,"144"
"6360","2013-2014","TAKE OFF",0,"636"
"6380","2013-2014","MORALS OFFENSES",2,"638"
"6410","2013-2014","MORALS OFFENSES",0,"641"
"6440","2013-2014","SUICIDE",0,"644"
"7120","2013-2014","DISORDERLY CONDUCT",64,"712"
"7120","2013-2014","DRUGS & ALCOHOL OFFENSE",9,"712"
"7270","2013-2014","DISORDERLY CONDUCT",7,"727"
"7280","2013-2014","DISORDERLY CONDUCT",19,"728"
"7310","2013-2014","TAKE OFF",0,"731"
"7360","2013-2014","TRESPASSING",0,"736"
"7430","2013-2014","FIRE - INCENDIARY",0,"743"
"7490","2013-2014","FIRE - INCENDIARY",0,"749"
"7490","2013-2014","ROBBERY",0,"749"
"7490","2013-2014","VANDALISM",1,"749"
"8180","2013-2014","WEAPONS",1,"818"
"8200","2013-2014","SUICIDE",1,"820"
"2210","2013-2014","FIRE - INCENDIARY",0,"221"
"2290","2013-2014","THREATS",0,"229"
"2320","2013-2014","DISORDERLY CONDUCT",27,"232"
"2320","2013-2014","THREATS",2,"232"
"2380","2013-2014","MORALS OFFENSES",0,"238"
"2380","2013-2014","ROBBERY",0,"238"
"2480","2013-2014","TRESPASSING",0,"248"
"2520","2013-2014","ROBBERY",0,"252"
"6460","2013-2014","DISORDERLY CONDUCT",0,"646"
"6480","2013-2014","BULLYING",0,"648"
"6480","2013-2014","THEFT",1,"648"
"7010","2013-2014","VANDALISM",6,"701"
"7100","2013-2014","WEAPONS",3,"710"
"7110","2013-2014","WEAPONS",10,"711"
"7270","2013-2014","ROBBERY",0,"727"
"7370","2013-2014","TAKE OFF",0,"737"
"7370","2013-2014","THEFT",0,"737"
"8040","2013-2014","TRESPASSING",0,"804"
"8090","2013-2014","ASSAULTS",11,"809"
"8140","2013-2014","TAKE OFF",0,"814"
"8160","2013-2014","BOMB SCARE",0,"816"
"8210","2013-2014","BULLYING",0,"821"
"8210","2013-2014","THEFT",1,"821"
"8300","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"830"
"8310","2013-2014","BULLYING",0,"831"
"8320","2013-2014","BURGLARY",0,"832"
"8250","2013-2014","THREATS",1,"825"
"8340","2013-2014","TAKE OFF",0,"834"
"8350","2013-2014","ROBBERY",0,"835"
"4060","2013-2014","ASSAULTS",13,"406"
"4100","2013-2014","WEAPONS",5,"410"
"4140","2013-2014","BULLYING",0,"414"
"4270","2013-2014","THEFT",0,"427"
"5020","2013-2014","SUICIDE",1,"502"
"8340","2013-2014","HARASSMENT",0,"834"
"2290","2013-2014","SUICIDE",1,"229"
"2470","2013-2014","BOMB SCARE",0,"247"
"2480","2013-2014","THEFT",2,"248"
"2510","2013-2014","VANDALISM",2,"251"
"2540","2013-2014","DISORDERLY CONDUCT",3,"254"
"2540","2013-2014","FIRE - INCENDIARY",0,"254"
"2580","2013-2014","THREATS",1,"258"
"8350","2013-2014","BULLYING",0,"835"
"8350","2013-2014","SUICIDE",0,"835"
"8380","2013-2014","DISORDERLY CONDUCT",4,"838"
"8400","2013-2014","THEFT",0,"840"
"8560","2013-2014","ASSAULTS",1,"856"
"8560","2013-2014","TAKE OFF",0,"856"
"8560","2013-2014","WEAPONS",1,"856"
"4020","2013-2014","ROBBERY",10,"402"
"1130","2013-2014","HARASSMENT",0,"113"
"1190","2013-2014","TAKE OFF",0,"119"
"1280","2013-2014","THREATS",0,"128"
"1390","2013-2014","FIRE - INCENDIARY",0,"139"
"1400","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"140"
"1440","2013-2014","VANDALISM",2,"144"
"4060","2013-2014","VANDALISM",6,"406"
"4060","2013-2014","TAKE OFF",0,"406"
"4100","2013-2014","BULLYING",0,"410"
"4280","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"428"
"4280","2013-2014","THEFT",0,"428"
"4320","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"432"
"4280","2013-2014","MORALS OFFENSES",0,"428"
"4320","2013-2014","DISORDERLY CONDUCT",27,"432"
"4470","2013-2014","HARASSMENT",0,"447"
"4560","2013-2014","DISORDERLY CONDUCT",5,"456"
"5050","2013-2014","TAKE OFF",0,"505"
"5070","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"507"
"5080","2013-2014","MORALS OFFENSES",1,"508"
"5150","2013-2014","THREATS",0,"515"
"5160","2013-2014","TRESPASSING",3,"516"
"5170","2013-2014","DISORDERLY CONDUCT",17,"517"
"5390","2013-2014","BURGLARY",1,"539"
"5400","2013-2014","TAKE OFF",0,"540"
"5400","2013-2014","VANDALISM",0,"540"
"5420","2013-2014","SUICIDE",0,"542"
"5420","2013-2014","THEFT",1,"542"
"5430","2013-2014","ASSAULTS",4,"543"
"5260","2013-2014","TAKE OFF",0,"526"
"5320","2013-2014","WEAPONS",2,"532"
"5390","2013-2014","WEAPONS",1,"539"
"5440","2013-2014","TRESPASSING",0,"544"
"5450","2013-2014","WEAPONS",0,"545"
"5510","2013-2014","TAKE OFF",0,"551"
"6200","2013-2014","DISORDERLY CONDUCT",5,"620"
"4060","2013-2014","TRESPASSING",1,"406"
"4440","2013-2014","BOMB SCARE",0,"444"
"1080","2013-2014","BOMB SCARE",0,"108"
"1230","2013-2014","ROBBERY",0,"123"
"1360","2013-2014","ASSAULTS",1,"136"
"4100","2013-2014","SUICIDE",0,"410"
"4370","2013-2014","WEAPONS",0,"437"
"4470","2013-2014","BULLYING",0,"447"
"4560","2013-2014","FIRE - INCENDIARY",0,"456"
"4560","2013-2014","ROBBERY",0,"456"
"5060","2013-2014","BOMB SCARE",0,"506"
"5070","2013-2014","TRESPASSING",0,"507"
"5150","2013-2014","FIRE - INCENDIARY",0,"515"
"5230","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"523"
"5230","2013-2014","SUICIDE",0,"523"
"5230","2013-2014","THEFT",1,"523"
"1490","2013-2014","BULLYING",1,"149"
"1490","2013-2014","VANDALISM",3,"149"
"2410","2013-2014","BULLYING",0,"241"
"2410","2013-2014","BURGLARY",1,"241"
"2450","2013-2014","VANDALISM",2,"245"
"2490","2013-2014","MORALS OFFENSES",0,"249"
"2520","2013-2014","ASSAULTS",0,"252"
"6020","2013-2014","HARASSMENT",0,"602"
"6020","2013-2014","VANDALISM",0,"602"
"6060","2013-2014","BULLYING",0,"606"
"6300","2013-2014","BURGLARY",0,"630"
"6460","2013-2014","THREATS",0,"646"
"6470","2013-2014","ROBBERY",0,"647"
"7010","2013-2014","HARASSMENT",0,"701"
"7010","2013-2014","ROBBERY",5,"701"
"7120","2013-2014","MORALS OFFENSES",0,"712"
"5020","2013-2014","BULLYING",0,"502"
"5170","2013-2014","BURGLARY",0,"517"
"5210","2013-2014","FIRE - INCENDIARY",0,"521"
"5300","2013-2014","TRESPASSING",0,"530"
"5340","2013-2014","THEFT",1,"534"
"5410","2013-2014","TRESPASSING",0,"541"
"5450","2013-2014","THREATS",0,"545"
"5500","2013-2014","DISORDERLY CONDUCT",9,"550"
"5550","2013-2014","DISORDERLY CONDUCT",2,"555"
"5550","2013-2014","ROBBERY",1,"555"
"5590","2013-2014","BULLYING",0,"559"
"1050","2013-2014","ASSAULTS",0,"105"
"1050","2013-2014","TRESPASSING",1,"105"
"1330","2013-2014","TAKE OFF",0,"133"
"1340","2013-2014","ROBBERY",0,"134"
"1350","2013-2014","VANDALISM",1,"135"
"1580","2013-2014","DISORDERLY CONDUCT",2,"158"
"1580","2013-2014","HARASSMENT",0,"158"
"2010","2013-2014","BOMB SCARE",1,"201"
"2190","2013-2014","DISORDERLY CONDUCT",3,"219"
"6320","2013-2014","BURGLARY",0,"632"
"6360","2013-2014","FIRE - INCENDIARY",9,"636"
"6380","2013-2014","ROBBERY",0,"638"
"6460","2013-2014","ROBBERY",0,"646"
"6480","2013-2014","VANDALISM",0,"648"
"7100","2013-2014","FIRE - INCENDIARY",0,"710"
"7110","2013-2014","DRUGS & ALCOHOL OFFENSE",7,"711"
"7220","2013-2014","BULLYING",0,"722"
"7220","2013-2014","VANDALISM",1,"722"
"7310","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"731"
"7360","2013-2014","DISORDERLY CONDUCT",19,"736"
"7370","2013-2014","DISORDERLY CONDUCT",1,"737"
"7390","2013-2014","MORALS OFFENSES",0,"739"
"7400","2013-2014","THEFT",0,"740"
"7440","2013-2014","DISORDERLY CONDUCT",8,"744"
"7530","2013-2014","BOMB SCARE",0,"753"
"7530","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"753"
"1050","2013-2014","BURGLARY",0,"105"
"1050","2013-2014","MORALS OFFENSES",0,"105"
"1060","2013-2014","BULLYING",0,"106"
"1100","2013-2014","WEAPONS",4,"110"
"1230","2013-2014","MORALS OFFENSES",3,"123"
"1260","2013-2014","HARASSMENT",1,"126"
"1260","2013-2014","MORALS OFFENSES",1,"126"
"1360","2013-2014","ROBBERY",0,"136"
"1440","2013-2014","BURGLARY",0,"144"
"4220","2013-2014","BULLYING",0,"422"
"4300","2013-2014","BURGLARY",0,"430"
"4440","2013-2014","TAKE OFF",0,"444"
"4470","2013-2014","THEFT",1,"447"
"4530","2013-2014","THEFT",1,"453"
"4560","2013-2014","SUICIDE",0,"456"
"5060","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"506"
"5060","2013-2014","TRESPASSING",0,"506"
"5090","2013-2014","HARASSMENT",0,"509"
"5170","2013-2014","ASSAULTS",7,"517"
"5200","2013-2014","THEFT",1,"520"
"5210","2013-2014","TAKE OFF",0,"521"
"5330","2013-2014","DISORDERLY CONDUCT",8,"533"
"5420","2013-2014","TRESPASSING",0,"542"
"5450","2013-2014","TRESPASSING",0,"545"
"1030","2013-2014","BOMB SCARE",0,"103"
"1060","2013-2014","BURGLARY",0,"106"
"1080","2013-2014","DISORDERLY CONDUCT",0,"108"
"1080","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"108"
"1100","2013-2014","TAKE OFF",0,"110"
"1130","2013-2014","ROBBERY",1,"113"
"1200","2013-2014","FIRE - INCENDIARY",0,"120"
"1230","2013-2014","ASSAULTS",6,"123"
"1300","2013-2014","DISORDERLY CONDUCT",1,"130"
"1330","2013-2014","ASSAULTS",11,"133"
"1390","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"139"
"1410","2013-2014","SUICIDE",0,"141"
"4240","2013-2014","ASSAULTS",1,"424"
"4370","2013-2014","VANDALISM",0,"437"
"4560","2013-2014","TRESPASSING",0,"456"
"4570","2013-2014","WEAPONS",1,"457"
"5090","2013-2014","TRESPASSING",0,"509"
"5170","2013-2014","THREATS",9,"517"
"5210","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"521"
"5210","2013-2014","VANDALISM",0,"521"
"5250","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"525"
"5370","2013-2014","SUICIDE",0,"537"
"5390","2013-2014","HARASSMENT",0,"539"
"5400","2013-2014","MORALS OFFENSES",1,"540"
"5400","2013-2014","ROBBERY",0,"540"
"5450","2013-2014","MORALS OFFENSES",0,"545"
"6260","2013-2014","HARASSMENT",0,"626"
"6270","2013-2014","BULLYING",0,"627"
"2370","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"237"
"2450","2013-2014","BULLYING",1,"245"
"2450","2013-2014","TAKE OFF",0,"245"
"2470","2013-2014","THEFT",1,"247"
"2020","2013-2014","DISORDERLY CONDUCT",2,"202"
"6410","2013-2014","ROBBERY",0,"641"
"6440","2013-2014","ASSAULTS",1,"644"
"6440","2013-2014","MORALS OFFENSES",1,"644"
"6540","2013-2014","BOMB SCARE",0,"654"
"7100","2013-2014","TAKE OFF",0,"710"
"7150","2013-2014","TRESPASSING",0,"715"
"7200","2013-2014","ROBBERY",0,"720"
"7220","2013-2014","MORALS OFFENSES",2,"722"
"7270","2013-2014","BOMB SCARE",0,"727"
"7270","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"727"
"7290","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"729"
"7330","2013-2014","BOMB SCARE",0,"733"
"7330","2013-2014","VANDALISM",0,"733"
"7370","2013-2014","VANDALISM",7,"737"
"7510","2013-2014","ROBBERY",0,"751"
"2000","2013-2014","DRUGS & ALCOHOL OFFENSE",16,"200"
"2140","2013-2014","SUICIDE",0,"214"
"2240","2013-2014","HARASSMENT",0,"224"
"2390","2013-2014","WEAPONS",2,"239"
"2410","2013-2014","WEAPONS",1,"241"
"2450","2013-2014","FIRE - INCENDIARY",0,"245"
"2620","2013-2014","DISORDERLY CONDUCT",1,"262"
"2640","2013-2014","BULLYING",4,"264"
"2640","2013-2014","ROBBERY",0,"264"
"2650","2013-2014","TRESPASSING",0,"265"
"2670","2013-2014","BOMB SCARE",0,"267"
"2720","2013-2014","HARASSMENT",2,"272"
"2720","2013-2014","SUICIDE",2,"272"
"8090","2013-2014","BULLYING",0,"809"
"8260","2013-2014","BULLYING",0,"826"
"8300","2013-2014","BULLYING",1,"830"
"8310","2013-2014","HARASSMENT",1,"831"
"8350","2013-2014","ASSAULTS",7,"835"
"5560","2013-2014","ASSAULTS",0,"556"
"6020","2013-2014","BURGLARY",0,"602"
"6030","2013-2014","BOMB SCARE",0,"603"
"6050","2013-2014","WEAPONS",0,"605"
"6070","2013-2014","DISORDERLY CONDUCT",0,"607"
"6200","2013-2014","ROBBERY",0,"620"
"6390","2013-2014","ASSAULTS",7,"639"
"6430","2013-2014","THREATS",0,"643"
"6450","2013-2014","HARASSMENT",0,"645"
"7120","2013-2014","ASSAULTS",41,"712"
"7130","2013-2014","TRESPASSING",0,"713"
"7200","2013-2014","BURGLARY",0,"720"
"5480","2013-2014","HARASSMENT",0,"548"
"5500","2013-2014","VANDALISM",0,"550"
"2090","2013-2014","SUICIDE",0,"209"
"2210","2013-2014","BOMB SCARE",0,"221"
"2210","2013-2014","BULLYING",0,"221"
"2240","2013-2014","BULLYING",0,"224"
"2340","2013-2014","WEAPONS",1,"234"
"2370","2013-2014","WEAPONS",4,"237"
"2410","2013-2014","TRESPASSING",0,"241"
"2590","2013-2014","HARASSMENT",0,"259"
"2640","2013-2014","VANDALISM",3,"264"
"2650","2013-2014","ASSAULTS",1,"265"
"2670","2013-2014","TRESPASSING",0,"267"
"2690","2013-2014","WEAPONS",0,"269"
"1490","2013-2014","SUICIDE",0,"149"
"5510","2013-2014","ASSAULTS",8,"551"
"5510","2013-2014","DRUGS & ALCOHOL OFFENSE",3,"551"
"5550","2013-2014","FIRE - INCENDIARY",0,"555"
"5560","2013-2014","BURGLARY",0,"556"
"5560","2013-2014","TRESPASSING",0,"556"
"5680","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"568"
"6050","2013-2014","ROBBERY",1,"605"
"6070","2013-2014","BURGLARY",0,"607"
"6100","2013-2014","MORALS OFFENSES",0,"610"
"6350","2013-2014","BULLYING",0,"635"
"6350","2013-2014","VANDALISM",2,"635"
"6360","2013-2014","DISORDERLY CONDUCT",31,"636"
"6380","2013-2014","THREATS",0,"638"
"6430","2013-2014","MORALS OFFENSES",0,"643"
"6450","2013-2014","THEFT",1,"645"
"6540","2013-2014","FIRE - INCENDIARY",1,"654"
"8020","2013-2014","DRUGS & ALCOHOL OFFENSE",8,"802"
"4020","2013-2014","BURGLARY",0,"402"
"4100","2013-2014","DISORDERLY CONDUCT",12,"410"
"5440","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"544"
"8040","2013-2014","BULLYING",0,"804"
"8210","2013-2014","HARASSMENT",1,"821"
"8240","2013-2014","BURGLARY",0,"824"
"8240","2013-2014","HARASSMENT",1,"824"
"8300","2013-2014","DISORDERLY CONDUCT",32,"830"
"8420","2013-2014","FIRE - INCENDIARY",0,"842"
"7280","2013-2014","MORALS OFFENSES",2,"728"
"2020","2013-2014","MORALS OFFENSES",0,"202"
"2090","2013-2014","HARASSMENT",0,"209"
"2140","2013-2014","FIRE - INCENDIARY",0,"214"
"2290","2013-2014","ROBBERY",1,"229"
"2380","2013-2014","FIRE - INCENDIARY",0,"238"
"2450","2013-2014","SUICIDE",2,"245"
"2490","2013-2014","THEFT",0,"249"
"2510","2013-2014","ROBBERY",0,"251"
"2640","2013-2014","ASSAULTS",12,"264"
"2720","2013-2014","WEAPONS",0,"272"
"7320","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"732"
"7350","2013-2014","TAKE OFF",0,"735"
"7430","2013-2014","WEAPONS",2,"743"
"8090","2013-2014","DISORDERLY CONDUCT",11,"809"
"8180","2013-2014","MORALS OFFENSES",0,"818"
"8230","2013-2014","BURGLARY",0,"823"
"8270","2013-2014","THREATS",0,"827"
"8300","2013-2014","BOMB SCARE",0,"830"
"8320","2013-2014","DRUGS & ALCOHOL OFFENSE",2,"832"
"8380","2013-2014","THREATS",0,"838"
"8400","2013-2014","BULLYING",0,"840"
"8420","2013-2014","VANDALISM",1,"842"
"8440","2013-2014","FIRE - INCENDIARY",1,"844"
"7150","2013-2014","ROBBERY",0,"715"
"5450","2013-2014","ASSAULTS",0,"545"
"5520","2013-2014","MORALS OFFENSES",1,"552"
"5560","2013-2014","BOMB SCARE",0,"556"
"6040","2013-2014","THREATS",0,"604"
"6050","2013-2014","SUICIDE",0,"605"
"6210","2013-2014","TRESPASSING",0,"621"
"6220","2013-2014","ASSAULTS",0,"622"
"6220","2013-2014","VANDALISM",0,"622"
"6250","2013-2014","SUICIDE",0,"625"
"6260","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"626"
"6270","2013-2014","FIRE - INCENDIARY",0,"627"
"6300","2013-2014","MORALS OFFENSES",0,"630"
"7220","2013-2014","DISORDERLY CONDUCT",28,"722"
"7260","2013-2014","BURGLARY",0,"726"
"7280","2013-2014","TRESPASSING",0,"728"
"7320","2013-2014","BULLYING",0,"732"
"7380","2013-2014","WEAPONS",1,"738"
"7390","2013-2014","VANDALISM",1,"739"
"7430","2013-2014","TAKE OFF",0,"743"
"8090","2013-2014","BURGLARY",0,"809"
"8200","2013-2014","DISORDERLY CONDUCT",18,"820"
"8260","2013-2014","MORALS OFFENSES",0,"826"
"8260","2013-2014","SUICIDE",0,"826"
"8270","2013-2014","FIRE - INCENDIARY",0,"827"
"8320","2013-2014","TAKE OFF",0,"832"
"8370","2013-2014","FIRE - INCENDIARY",0,"837"
"8430","2013-2014","HARASSMENT",0,"843"
"4570","2013-2014","FIRE - INCENDIARY",0,"457"
"5090","2013-2014","ROBBERY",0,"509"
"5230","2013-2014","MORALS OFFENSES",2,"523"
"5260","2013-2014","BULLYING",0,"526"
"5320","2013-2014","THEFT",1,"532"
"5370","2013-2014","ROBBERY",0,"537"
"5390","2013-2014","MORALS OFFENSES",1,"539"
"5390","2013-2014","THREATS",2,"539"
"5480","2013-2014","THREATS",0,"548"
"1020","2013-2014","BURGLARY",0,"102"
"1020","2013-2014","TRESPASSING",0,"102"
"1080","2013-2014","THEFT",0,"108"
"1290","2013-2014","MORALS OFFENSES",2,"129"
"1300","2013-2014","MORALS OFFENSES",1,"130"
"1340","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"134"
"1350","2013-2014","THEFT",0,"135"
"1390","2013-2014","TAKE OFF",0,"139"
"1400","2013-2014","WEAPONS",0,"140"
"1420","2013-2014","WEAPONS",1,"142"
"1440","2013-2014","DISORDERLY CONDUCT",30,"144"
"2000","2013-2014","HARASSMENT",0,"200"
"5070","2013-2014","ASSAULTS",5,"507"
"5080","2013-2014","WEAPONS",1,"508"
"5200","2013-2014","VANDALISM",0,"520"
"5400","2013-2014","BURGLARY",0,"540"
"5440","2013-2014","TAKE OFF",0,"544"
"5490","2013-2014","WEAPONS",1,"549"
"5500","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"550"
"6050","2013-2014","BURGLARY",0,"605"
"6300","2013-2014","BOMB SCARE",0,"630"
"5020","2013-2014","DISORDERLY CONDUCT",21,"502"
"1010","2013-2014","SUICIDE",0,"101"
"1060","2013-2014","ASSAULTS",0,"106"
"1100","2013-2014","BOMB SCARE",0,"110"
"1130","2013-2014","THREATS",7,"113"
"1200","2013-2014","BURGLARY",0,"120"
"1290","2013-2014","ROBBERY",0,"129"
"1330","2013-2014","HARASSMENT",0,"133"
"1380","2013-2014","THREATS",2,"138"
"1420","2013-2014","DRUGS & ALCOHOL OFFENSE",2,"142"
"1460","2013-2014","DISORDERLY CONDUCT",4,"146"
"2000","2013-2014","BURGLARY",0,"200"
"5390","2013-2014","BOMB SCARE",0,"539"
"5390","2013-2014","ROBBERY",0,"539"
"5490","2013-2014","MORALS OFFENSES",3,"549"
"5490","2013-2014","SUICIDE",0,"549"
"5530","2013-2014","ASSAULTS",0,"553"
"5550","2013-2014","THEFT",3,"555"
"5590","2013-2014","ROBBERY",0,"559"
"6040","2013-2014","HARASSMENT",0,"604"
"6050","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"605"
"6060","2013-2014","BOMB SCARE",0,"606"
"6070","2013-2014","BULLYING",0,"607"
"6200","2013-2014","ASSAULTS",1,"620"
"6210","2013-2014","VANDALISM",3,"621"
"6260","2013-2014","ASSAULTS",3,"626"
"6300","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"630"
"6380","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"638"
"2000","2013-2014","TRESPASSING",0,"200"
"2010","2013-2014","BULLYING",0,"201"
"2090","2013-2014","BULLYING",0,"209"
"2160","2013-2014","BULLYING",0,"216"
"2240","2013-2014","BOMB SCARE",0,"224"
"2410","2013-2014","HARASSMENT",0,"241"
"2450","2013-2014","THEFT",0,"245"
"2520","2013-2014","THREATS",1,"252"
"2580","2013-2014","HARASSMENT",0,"258"
"2620","2013-2014","DRUGS & ALCOHOL OFFENSE",2,"262"
"2620","2013-2014","THEFT",1,"262"
"2620","2013-2014","THREATS",0,"262"
"2630","2013-2014","ROBBERY",0,"263"
"7310","2013-2014","ASSAULTS",0,"731"
"7350","2013-2014","HARASSMENT",0,"735"
"7380","2013-2014","MORALS OFFENSES",0,"738"
"8120","2013-2014","BULLYING",0,"812"
"8160","2013-2014","WEAPONS",0,"816"
"8200","2013-2014","VANDALISM",3,"820"
"8320","2013-2014","MORALS OFFENSES",0,"832"
"8350","2013-2014","THREATS",1,"835"
"8350","2013-2014","TRESPASSING",0,"835"
"8390","2013-2014","THEFT",5,"839"
"8410","2013-2014","TAKE OFF",0,"841"
"8420","2013-2014","TRESPASSING",0,"842"
"8560","2013-2014","BOMB SCARE",0,"856"
"8560","2013-2014","HARASSMENT",0,"856"
"7330","2013-2014","TRESPASSING",0,"733"
"7400","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"740"
"7460","2013-2014","TRESPASSING",0,"746"
"7470","2013-2014","BURGLARY",1,"747"
"7500","2013-2014","WEAPONS",4,"750"
"7730","2013-2014","HARASSMENT",0,"773"
"8010","2013-2014","FIRE - INCENDIARY",2,"801"
"8040","2013-2014","TAKE OFF",0,"804"
"8120","2013-2014","ROBBERY",3,"812"
"8120","2013-2014","SUICIDE",0,"812"
"8230","2013-2014","BULLYING",0,"823"
"8250","2013-2014","VANDALISM",3,"825"
"8360","2013-2014","TAKE OFF",0,"836"
"8410","2013-2014","THEFT",0,"841"
"8430","2013-2014","DISORDERLY CONDUCT",5,"843"
"7260","2013-2014","THEFT",1,"726"
"7270","2013-2014","TRESPASSING",1,"727"
"1130","2013-2014","SUICIDE",0,"113"
"1200","2013-2014","TAKE OFF",0,"120"
"1250","2013-2014","HARASSMENT",0,"125"
"1300","2013-2014","ASSAULTS",9,"130"
"1330","2013-2014","BOMB SCARE",0,"133"
"1340","2013-2014","BURGLARY",0,"134"
"1350","2013-2014","HARASSMENT",0,"135"
"1360","2013-2014","MORALS OFFENSES",2,"136"
"1410","2013-2014","ROBBERY",0,"141"
"1410","2013-2014","VANDALISM",0,"141"
"2090","2013-2014","VANDALISM",0,"209"
"2130","2013-2014","ROBBERY",0,"213"
"6450","2013-2014","THREATS",0,"645"
"7130","2013-2014","VANDALISM",0,"713"
"7150","2013-2014","ASSAULTS",5,"715"
"7220","2013-2014","WEAPONS",5,"722"
"7260","2013-2014","ASSAULTS",1,"726"
"7330","2013-2014","ASSAULTS",0,"733"
"7360","2013-2014","THREATS",3,"736"
"7380","2013-2014","TRESPASSING",1,"738"
"7400","2013-2014","BURGLARY",0,"740"
"7430","2013-2014","BOMB SCARE",0,"743"
"7470","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"747"
"7500","2013-2014","ROBBERY",1,"750"
